,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,rank_status
31758,2009-11-14,Mozambique,Tunisia,1,0,FIFA World Cup qualification,Maputo,Mozambique,False,2
31759,2009-11-14,New Zealand,Bahrain,1,0,FIFA World Cup qualification,Wellington,New Zealand,False,2
31760,2009-11-14,Northern Ireland,Serbia,0,1,Friendly,Belfast,Northern Ireland,False,2
31761,2009-11-14,Oman,Australia,1,2,AFC Asian Cup qualification,Muscat,Oman,False,2
31762,2009-11-14,Poland,Romania,0,1,Friendly,Warsaw,Poland,False,2
31763,2009-11-14,Portugal,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Lisbon,Portugal,False,2
31764,2009-11-14,Russia,Slovenia,2,1,FIFA World Cup qualification,Moscow,Russia,False,2
31765,2009-11-14,Rwanda,Zambia,0,0,FIFA World Cup qualification,Kigali,Rwanda,False,2
31766,2009-11-14,Saudi Arabia,Belarus,1,1,Friendly,Dammam,Saudi Arabia,False,2
31767,2009-11-14,Singapore,Thailand,1,3,AFC Asian Cup qualification,Singapore,Singapore,False,2
31769,2009-11-14,South Africa,Japan,0,0,Friendly,Port Elizabeth,South Africa,False,2
31770,2009-11-14,Spain,Argentina,2,1,Friendly,Madrid,Spain,False,2
31771,2009-11-14,Sudan,Benin,1,2,FIFA World Cup qualification,Omdurman,Sudan,False,2
31772,2009-11-14,Switzerland,Norway,0,1,Friendly,Geneva,Switzerland,False,2
31773,2009-11-14,Togo,Gabon,1,0,FIFA World Cup qualification,Lomé,Togo,False,2
31774,2009-11-14,Uzbekistan,Malaysia,3,1,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,2
31775,2009-11-14,Vietnam,Syria,0,1,AFC Asian Cup qualification,Hanoi,Vietnam,False,2
31776,2009-11-14,Wales,Scotland,3,0,Friendly,Cardiff,Wales,False,2
31777,2009-11-15,Ghana,Mali,2,2,FIFA World Cup qualification,Kumasi,Ghana,False,2
31778,2009-11-15,Iraq,Azerbaijan,1,0,Friendly,al-Ain,United Arab Emirates,True,2
31779,2009-11-15,United Arab Emirates,Czech Republic,0,0,Friendly,al-Ain,United Arab Emirates,False,2
31780,2009-11-17,Belgium,Qatar,2,0,Friendly,Sedan,France,True,2
31781,2009-11-17,Oman,Brazil,0,2,Friendly,Muscat,Oman,False,2
31782,2009-11-17,Slovakia,Chile,1,2,Friendly,Žilina,Slovakia,False,2
31783,2009-11-17,South Africa,Jamaica,0,0,Friendly,Bloemfontein,South Africa,False,2
31784,2009-11-18,Algeria,Egypt,1,0,FIFA World Cup qualification,Omdurman,Sudan,True,2
31785,2009-11-18,Angola,Ghana,0,0,Friendly,Luanda,Angola,False,2
31786,2009-11-18,Austria,Spain,1,5,Friendly,Vienna,Austria,False,2
31787,2009-11-18,Azerbaijan,Czech Republic,2,0,Friendly,al-Ain,United Arab Emirates,True,2
31788,2009-11-18,Bahrain,Yemen,4,0,AFC Asian Cup qualification,Riffa,Bahrain,False,2
31789,2009-11-18,Bosnia and Herzegovina,Portugal,0,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2
31791,2009-11-18,France,Republic of Ireland,1,1,FIFA World Cup qualification,Saint-Denis,France,False,2
31793,2009-11-18,Honduras,Peru,1,2,Friendly,Miami Gardens,United States,True,2
31794,2009-11-18,Hong Kong,Japan,0,4,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,2
31795,2009-11-18,Indonesia,Kuwait,1,1,AFC Asian Cup qualification,Jakarta,Indonesia,False,2
31797,2009-11-18,Italy,Sweden,1,0,Friendly,Cesena,Italy,False,2
31799,2009-11-18,Malaysia,Uzbekistan,1,3,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False,2
31800,2009-11-18,Malta,Bulgaria,1,4,Friendly,Paola,Malta,False,2
31801,2009-11-18,Montenegro,Belarus,1,0,Friendly,Podgorica,Montenegro,False,2
31802,2009-11-18,Netherlands,Paraguay,0,0,Friendly,Heerenveen,Netherlands,False,2
31803,2009-11-18,Poland,Canada,1,0,Friendly,Bydgoszcz,Poland,False,2
31804,2009-11-18,Slovenia,Russia,1,0,FIFA World Cup qualification,Maribor,Slovenia,False,2
31805,2009-11-18,Syria,Vietnam,0,0,AFC Asian Cup qualification,Aleppo,Syria,False,2
31806,2009-11-18,Thailand,Singapore,0,1,AFC Asian Cup qualification,Bangkok,Thailand,False,2
31807,2009-11-18,Ukraine,Greece,0,1,FIFA World Cup qualification,Donets'k,Ukraine,False,2
31808,2009-11-18,United Arab Emirates,Iraq,0,1,Friendly,al-Ain,United Arab Emirates,False,2
31809,2009-11-18,Uruguay,Costa Rica,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False,2
31811,2009-11-22,China PR,Lebanon,1,0,AFC Asian Cup qualification,Hangzhou,China PR,False,2
31813,2009-11-28,Kenya,Zambia,0,2,CECAFA Cup,Nairobi,Kenya,False,2
31815,2009-11-29,Rwanda,Somalia,1,0,CECAFA Cup,Nairobi,Kenya,True,2
31816,2009-11-29,Uganda,Tanzania,2,0,CECAFA Cup,Mumias,Kenya,True,2
31817,2009-11-30,Ethiopia,Djibouti,5,0,CECAFA Cup,Nairobi,Kenya,True,2
31819,2009-12-02,Burundi,Uganda,0,2,CECAFA Cup,Mumias,Kenya,True,2
31820,2009-12-02,Ethiopia,Zambia,0,1,CECAFA Cup,Nairobi,Kenya,True,2
31821,2009-12-02,Kenya,Djibouti,2,0,CECAFA Cup,Nairobi,Kenya,False,2
31822,2009-12-03,Rwanda,Eritrea,2,1,CECAFA Cup,Nairobi,Kenya,True,2
31823,2009-12-04,Bangladesh,Bhutan,4,1,SAFF Cup,Dhaka,Bangladesh,False,2
31824,2009-12-04,Djibouti,Zambia,0,6,CECAFA Cup,Nairobi,Kenya,True,2
31825,2009-12-04,Sri Lanka,Pakistan,1,0,SAFF Cup,Dhaka,Bangladesh,True,2
31826,2009-12-04,Tanzania,Burundi,1,0,CECAFA Cup,Mumias,Kenya,True,2
31827,2009-12-05,Dominica,British Virgin Islands,4,0,Friendly,Roseau,Dominica,False,2
31828,2009-12-05,Kenya,Ethiopia,2,0,CECAFA Cup,Nairobi,Kenya,False,2
31829,2009-12-05,Maldives,Nepal,1,1,SAFF Cup,Dhaka,Bangladesh,True,2
31830,2009-12-05,Somalia,Eritrea,1,3,CECAFA Cup,Nairobi,Kenya,True,2
31832,2009-12-06,Bangladesh,Pakistan,0,0,SAFF Cup,Dhaka,Bangladesh,False,2
31833,2009-12-06,Sri Lanka,Bhutan,6,0,SAFF Cup,Dhaka,Bangladesh,True,2
31834,2009-12-07,Kenya,Uganda,0,1,CECAFA Cup,Nairobi,Kenya,False,2
31835,2009-12-07,Maldives,Afghanistan,3,1,SAFF Cup,Dhaka,Bangladesh,True,2
31837,2009-12-08,Bangladesh,Sri Lanka,2,1,SAFF Cup,Dhaka,Bangladesh,False,2
31838,2009-12-08,Pakistan,Bhutan,7,0,SAFF Cup,Dhaka,Bangladesh,True,2
31839,2009-12-08,Tanzania,Eritrea,4,0,CECAFA Cup,Nairobi,Kenya,True,2
31840,2009-12-09,Afghanistan,Nepal,0,3,SAFF Cup,Dhaka,Bangladesh,True,2
31842,2009-12-10,Tanzania,Rwanda,1,2,CECAFA Cup,Nairobi,Kenya,True,2
31843,2009-12-11,Maldives,Sri Lanka,5,1,SAFF Cup,Dhaka,Bangladesh,True,2
31844,2009-12-13,Uganda,Rwanda,2,0,CECAFA Cup,Nairobi,Kenya,True,2
31846,2009-12-16,Kuwait,United Arab Emirates,0,0,Friendly,Kuwait City,Kuwait,False,2
31847,2009-12-19,Mozambique,Malawi,0,1,Friendly,Tete,Mozambique,False,2
31851,2009-12-29,Egypt,Malawi,1,1,Friendly,Cairo,Egypt,False,2
31852,2009-12-29,Thailand,Zimbabwe,3,0,Friendly,Bangkok,Thailand,False,2
31853,2009-12-30,Angola,Estonia,0,1,Friendly,Vila Real de Santo António,Portugal,True,2
31854,2009-12-30,China PR,Jordan,2,2,Friendly,Jiangyin,China PR,False,2
31855,2009-12-30,Malaysia,Syria,4,1,Friendly,Kuala Lumpur,Malaysia,False,2
31858,2009-12-30,Yemen,Tajikistan,2,1,Friendly,Sana'a,Yemen,False,2
31859,2009-12-31,Singapore,Oman,1,4,Friendly,Singapore,Singapore,False,2
31861,2010-01-02,Qatar,Mali,0,0,Friendly,Doha,Qatar,False,2
31862,2010-01-02,Syria,Zimbabwe,6,0,Friendly,Kuala Lumpur,Malaysia,True,2
31863,2010-01-02,Yemen,Tajikistan,0,1,Friendly,Sana'a,Yemen,False,2
31864,2010-01-03,Angola,Gambia,1,1,Friendly,Vila Real de Santo António,Portugal,True,2
31865,2010-01-04,Egypt,Mali,1,0,Friendly,Dubai,United Arab Emirates,True,2
31867,2010-01-05,Ghana,Malawi,0,0,Friendly,Manzini,Eswatini,True,2
31868,2010-01-06,Bahrain,Hong Kong,4,0,AFC Asian Cup qualification,Riffa,Bahrain,False,2
31869,2010-01-06,Benin,Libya,1,0,Friendly,Cotonou,Benin,False,2
31870,2010-01-06,China PR,Syria,0,0,AFC Asian Cup qualification,Hangzhou,China PR,False,2
31871,2010-01-06,Gabon,Mozambique,2,0,Friendly,Bloemfontein,South Africa,True,2
31872,2010-01-06,Indonesia,Oman,1,2,AFC Asian Cup qualification,Jakarta,Indonesia,False,2
31873,2010-01-06,Kuwait,Australia,2,2,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2
31874,2010-01-06,Lebanon,Vietnam,1,1,AFC Asian Cup qualification,Sidon,Lebanon,False,2
31876,2010-01-06,Thailand,Jordan,0,0,AFC Asian Cup qualification,Bangkok,Thailand,False,2
31877,2010-01-06,United Arab Emirates,Malaysia,1,0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False,2
31878,2010-01-06,Yemen,Japan,2,3,AFC Asian Cup qualification,Sana'a,Yemen,False,2
31880,2010-01-09,Kenya,Cameroon,1,3,Friendly,Nairobi,Kenya,False,2
31881,2010-01-09,Tunisia,Gambia,1,2,Friendly,Radès,Tunisia,False,2
31883,2010-01-10,Angola,Mali,4,4,African Cup of Nations,Luanda,Angola,False,2
31885,2010-01-11,Malawi,Algeria,3,0,African Cup of Nations,Luanda,Angola,True,2
31886,2010-01-12,Egypt,Nigeria,3,1,African Cup of Nations,Benguela,Angola,True,2
31887,2010-01-12,Mozambique,Benin,2,2,African Cup of Nations,Benguela,Angola,True,2
31888,2010-01-13,Cameroon,Gabon,0,1,African Cup of Nations,Lubango,Angola,True,2
31889,2010-01-13,Zambia,Tunisia,1,1,African Cup of Nations,Lubango,Angola,True,2
31890,2010-01-14,Angola,Malawi,2,0,African Cup of Nations,Luanda,Angola,False,2
31891,2010-01-14,Mali,Algeria,0,1,African Cup of Nations,Luanda,Angola,True,2
31893,2010-01-15,Yemen,Kenya,3,1,Friendly,Sana'a,Yemen,False,2
31894,2010-01-16,Egypt,Mozambique,2,0,African Cup of Nations,Benguela,Angola,True,2
31895,2010-01-16,Nigeria,Benin,1,0,African Cup of Nations,Benguela,Angola,True,2
31896,2010-01-17,Cameroon,Zambia,3,2,African Cup of Nations,Lubango,Angola,True,2
31897,2010-01-17,Gabon,Tunisia,0,0,African Cup of Nations,Lubango,Angola,True,2
31898,2010-01-17,Thailand,Singapore,1,0,King's Cup,Nakhon Ratchasima,Thailand,False,2
31899,2010-01-17,Vietnam,China PR,1,2,AFC Asian Cup qualification,Hanoi,Vietnam,False,2
31900,2010-01-18,Angola,Algeria,0,0,African Cup of Nations,Luanda,Angola,False,2
31902,2010-01-18,Mali,Malawi,3,1,African Cup of Nations,Cabinda,Angola,True,2
31903,2010-01-19,Burkina Faso,Ghana,0,1,African Cup of Nations,Luanda,Angola,True,2
31904,2010-01-20,Chile,Panama,2,1,Friendly,Coquimbo,Chile,False,2
31905,2010-01-20,Egypt,Benin,2,0,African Cup of Nations,Benguela,Angola,True,2
31906,2010-01-20,Nigeria,Mozambique,3,0,African Cup of Nations,Lubango,Angola,True,2
31907,2010-01-20,Oman,Sweden,0,1,Friendly,Muscat,Oman,False,2
31908,2010-01-20,Thailand,Poland,1,3,King's Cup,Nakhon Ratchasima,Thailand,False,2
31909,2010-01-20,Yemen,Bahrain,3,0,AFC Asian Cup qualification,Sana'a,Yemen,False,2
31910,2010-01-21,Cameroon,Tunisia,2,2,African Cup of Nations,Lubango,Angola,True,2
31911,2010-01-21,Gabon,Zambia,1,2,African Cup of Nations,Benguela,Angola,True,2
31913,2010-01-23,Poland,Singapore,6,1,King's Cup,Nakhon Ratchasima,Thailand,True,2
31914,2010-01-23,Syria,Sweden,1,1,Friendly,Damascus,Syria,False,2
31916,2010-01-24,Angola,Ghana,0,1,African Cup of Nations,Luanda,Angola,False,2
31918,2010-01-25,Egypt,Cameroon,3,1,African Cup of Nations,Benguela,Angola,True,2
31919,2010-01-25,Zambia,Nigeria,0,0,African Cup of Nations,Lubango,Angola,True,2
31920,2010-01-26,Argentina,Costa Rica,3,2,Friendly,San Juan,Argentina,False,2
31921,2010-01-27,South Africa,Zimbabwe,3,0,Friendly,Durban,South Africa,False,2
31922,2010-01-28,Algeria,Egypt,0,4,African Cup of Nations,Benguela,Angola,True,2
31923,2010-01-28,Ghana,Nigeria,1,0,African Cup of Nations,Luanda,Angola,True,2
31924,2010-01-30,Nigeria,Algeria,1,0,African Cup of Nations,Benguela,Angola,True,2
31925,2010-01-31,Ghana,Egypt,0,1,African Cup of Nations,Luanda,Angola,True,2
31926,2010-01-31,Jamaica,Canada,1,0,Friendly,Kingston,Jamaica,False,2
31927,2010-02-02,Japan,Venezuela,0,0,Friendly,Ōita,Japan,False,2
31928,2010-02-06,Japan,China PR,0,0,EAFF Championship,Tokyo,Japan,False,2
31930,2010-02-10,Argentina,Jamaica,2,1,Friendly,Mar del Plata,Argentina,False,2
31932,2010-02-11,Japan,Hong Kong,3,0,EAFF Championship,Tokyo,Japan,False,2
31933,2010-02-14,Hong Kong,China PR,0,2,EAFF Championship,Tokyo,Japan,True,2
31936,2010-02-16,Tajikistan,Bangladesh,1,2,AFC Challenge Cup,Colombo,Sri Lanka,True,2
31939,2010-02-18,Sri Lanka,Tajikistan,1,3,AFC Challenge Cup,Colombo,Sri Lanka,False,2
31940,2010-02-19,Kuwait,Syria,1,1,Friendly,Al Ain,United Arab Emirates,True,2
31942,2010-02-20,Sri Lanka,Bangladesh,3,0,AFC Challenge Cup,Colombo,Sri Lanka,False,2
31946,2010-02-24,Mexico,Bolivia,5,0,Friendly,San Francisco,United States,True,2
31947,2010-02-24,Tajikistan,Turkmenistan,0,2,AFC Challenge Cup,Colombo,Sri Lanka,True,2
31949,2010-02-25,Jordan,Azerbaijan,0,2,Friendly,Amman,Jordan,False,2
31950,2010-02-25,Kuwait,Bahrain,4,1,Friendly,Al Ain,United Arab Emirates,True,2
31952,2010-02-27,Malaysia,Yemen,1,0,Friendly,Kuala Lumpur,Malaysia,False,2
31955,2010-03-02,Republic of Ireland,Brazil,0,2,Friendly,London,England,True,2
31956,2010-03-03,Albania,Northern Ireland,1,0,Friendly,Tirana,Albania,False,2
31957,2010-03-03,Algeria,Serbia,0,3,Friendly,Algiers,Algeria,False,2
31958,2010-03-03,Angola,Latvia,1,1,Friendly,Luanda,Angola,False,2
31959,2010-03-03,Armenia,Belarus,1,3,Friendly,Antalya,Turkey,True,2
31960,2010-03-03,Australia,Indonesia,1,0,AFC Asian Cup qualification,Brisbane,Australia,False,2
31961,2010-03-03,Austria,Denmark,2,1,Friendly,Vienna,Austria,False,2
31962,2010-03-03,Belgium,Croatia,0,1,Friendly,Brussels,Belgium,False,2
31963,2010-03-03,Bosnia and Herzegovina,Ghana,2,1,Friendly,Sarajevo,Bosnia and Herzegovina,False,2
31964,2010-03-03,Cyprus,Iceland,0,0,Friendly,Larnaca,Cyprus,False,2
31965,2010-03-03,El Salvador,Guatemala,1,2,Friendly,Los Angeles,United States,True,2
31966,2010-03-03,England,Egypt,3,1,Friendly,London,England,False,2
31967,2010-03-03,France,Spain,0,2,Friendly,Saint-Denis,France,False,2
31968,2010-03-03,Georgia,Estonia,2,1,Friendly,Tbilisi,Georgia,False,2
31969,2010-03-03,Germany,Argentina,0,1,Friendly,Munich,Germany,False,2
31970,2010-03-03,Greece,Senegal,0,2,Friendly,Vólos,Greece,False,2
31971,2010-03-03,Hong Kong,Yemen,0,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False,2
31972,2010-03-03,Hungary,Russia,1,1,Friendly,Budapest,Hungary,False,2
31974,2010-03-03,Italy,Cameroon,0,0,Friendly,Monaco,Monaco,True,2
31976,2010-03-03,Japan,Bahrain,2,0,AFC Asian Cup qualification,Toyota,Japan,False,2
31977,2010-03-03,Jordan,Singapore,2,1,AFC Asian Cup qualification,Amman,Jordan,False,2
31978,2010-03-03,Kazakhstan,Moldova,0,1,Friendly,Antalya,Turkey,True,2
31979,2010-03-03,Libya,Mali,2,1,Friendly,Tripoli,Libya,False,2
31980,2010-03-03,Luxembourg,Azerbaijan,1,2,Friendly,Luxembourg,Luxembourg,False,2
31982,2010-03-03,Malta,Finland,1,2,Friendly,Attard,Malta,False,2
31983,2010-03-03,Mexico,New Zealand,2,0,Friendly,Pasadena,United States,True,2
31984,2010-03-03,Mozambique,Botswana,0,1,Friendly,Maputo,Mozambique,False,2
31987,2010-03-03,Oman,Kuwait,0,0,AFC Asian Cup qualification,Muscat,Oman,False,2
31988,2010-03-03,Poland,Bulgaria,2,0,Friendly,Warsaw,Poland,False,2
31989,2010-03-03,Portugal,China PR,2,0,Friendly,Coimbra,Portugal,False,2
31990,2010-03-03,Romania,Israel,0,2,Friendly,Timişoara,Romania,False,2
31991,2010-03-03,Scotland,Czech Republic,1,0,Friendly,Glasgow,Scotland,False,2
31992,2010-03-03,Slovakia,Norway,0,1,Friendly,Žilina,Slovakia,False,2
31993,2010-03-03,Slovenia,Qatar,4,1,Friendly,Maribor,Slovenia,False,2
31994,2010-03-03,South Africa,Namibia,1,1,Friendly,Durban,South Africa,False,2
31995,2010-03-03,Switzerland,Uruguay,1,3,Friendly,St. Gallen,Switzerland,False,2
31996,2010-03-03,Syria,Lebanon,4,0,AFC Asian Cup qualification,Damascus,Syria,False,2
31997,2010-03-03,Tanzania,Uganda,2,3,Friendly,Mwanza,Tanzania,False,2
31998,2010-03-03,Turkey,Honduras,2,0,Friendly,Istanbul,Turkey,False,2
31999,2010-03-03,Uzbekistan,United Arab Emirates,0,1,AFC Asian Cup qualification,Tashkent,Uzbekistan,False,2
32000,2010-03-03,Venezuela,Panama,1,2,Friendly,Barquisimeto,Venezuela,False,2
32001,2010-03-03,Wales,Sweden,0,1,Friendly,Swansea,Wales,False,2
32002,2010-03-03,Zimbabwe,Malawi,2,1,Friendly,Harare,Zimbabwe,False,2
32004,2010-03-07,Niger,Benin,2,0,Friendly,Niamey,Niger,False,2
32006,2010-03-21,Iceland,Faroe Islands,2,0,Friendly,Kópavogur,Iceland,False,2
32007,2010-03-21,Namibia,Botswana,0,0,Friendly,Windhoek,Namibia,False,2
32009,2010-03-24,Mexico,Iceland,0,0,Friendly,Charlotte,United States,True,2
32010,2010-03-31,Chile,Venezuela,0,0,Friendly,Temuco,Chile,False,2
32011,2010-03-31,Paraguay,South Africa,1,1,Friendly,Asunción,Paraguay,False,2
32013,2010-04-07,Japan,Serbia,0,3,Friendly,Osaka,Japan,False,2
32014,2010-04-21,Honduras,Venezuela,0,1,Friendly,San Pedro Sula,Honduras,False,2
32016,2010-04-28,South Africa,Jamaica,2,0,Friendly,Offenbach am Main,Germany,True,2
32017,2010-05-05,Argentina,Haiti,4,0,Friendly,Cutral Có,Argentina,False,2
32018,2010-05-05,Chile,Trinidad and Tobago,2,0,Friendly,Iquique,Chile,False,2
32019,2010-05-07,Mexico,Ecuador,0,0,Friendly,East Rutherford,United States,True,2
32020,2010-05-10,Mexico,Senegal,1,0,Friendly,Chicago,United States,True,2
32021,2010-05-12,Yemen,Malawi,1,0,Friendly,Sana'a,Yemen,False,2
32022,2010-05-13,Germany,Malta,3,0,Friendly,Aachen,Germany,False,2
32023,2010-05-13,Mexico,Angola,1,0,Friendly,Houston,United States,True,2
32026,2010-05-16,Mexico,Chile,1,0,Friendly,Mexico City,Mexico,False,2
32027,2010-05-16,South Africa,Thailand,4,0,Friendly,Nelspruit,South Africa,False,2
32028,2010-05-18,Yemen,Oman,0,1,Friendly,Sana'a,Yemen,False,2
32029,2010-05-19,Austria,Croatia,0,1,Friendly,Klagenfurt,Austria,False,2
32030,2010-05-19,Belgium,Bulgaria,2,1,Friendly,Brussels,Belgium,False,2
32031,2010-05-19,Gabon,Togo,3,0,Friendly,Ajaccio,France,True,2
32033,2010-05-20,Aruba,Venezuela,0,3,Friendly,Oranjestad,Aruba,False,2
32035,2010-05-21,Estonia,Finland,2,0,Friendly,Tallinn,Estonia,False,2
32038,2010-05-22,Turkey,Czech Republic,2,1,Friendly,Harrison,United States,True,2
32039,2010-05-23,Croatia,Wales,2,0,Friendly,Osijek,Croatia,False,2
32040,2010-05-24,Argentina,Canada,5,0,Friendly,Buenos Aires,Argentina,False,2
32041,2010-05-24,Australia,New Zealand,2,1,Friendly,Melbourne,Australia,False,2
32042,2010-05-24,England,Mexico,3,1,Friendly,London,England,False,2
32045,2010-05-24,South Africa,Bulgaria,1,1,Friendly,Johannesburg,South Africa,False,2
32046,2010-05-25,Armenia,Uzbekistan,3,1,Friendly,Yerevan,Armenia,False,2
32047,2010-05-25,Georgia,Cameroon,0,0,Friendly,Linz,Austria,True,2
32049,2010-05-25,Republic of Ireland,Paraguay,2,1,Friendly,Dublin,Republic of Ireland,False,2
32050,2010-05-25,Montenegro,Albania,0,1,Friendly,Podgorica,Montenegro,False,2
32051,2010-05-25,Nigeria,Saudi Arabia,0,0,Friendly,Wattens,Austria,True,2
32052,2010-05-25,Ukraine,Lithuania,4,0,Friendly,Kharkiv,Ukraine,False,2
32054,2010-05-26,Azerbaijan,Moldova,1,1,Friendly,Seekirchen am Wallersee,Austria,True,2
32055,2010-05-26,Chile,Zambia,3,0,Friendly,Calama,Chile,False,2
32056,2010-05-26,Estonia,Croatia,0,0,Friendly,Tallinn,Estonia,False,2
32057,2010-05-26,France,Costa Rica,2,1,Friendly,Lens,France,False,2
32058,2010-05-26,Netherlands,Mexico,2,1,Friendly,Freiburg,Germany,True,2
32059,2010-05-26,Northern Ireland,Turkey,0,2,Friendly,New Britain,United States,True,2
32060,2010-05-26,Uruguay,Israel,4,1,Friendly,Montevideo,Uruguay,False,2
32061,2010-05-27,Belarus,Honduras,2,2,Friendly,Villach,Austria,True,2
32062,2010-05-27,Denmark,Senegal,2,0,Friendly,Aalborg,Denmark,False,2
32063,2010-05-27,South Africa,Colombia,2,1,Friendly,Johannesburg,South Africa,False,2
32064,2010-05-28,Republic of Ireland,Algeria,3,0,Friendly,Dublin,Republic of Ireland,False,2
32066,2010-05-29,Hungary,Germany,0,3,Friendly,Budapest,Hungary,False,2
32067,2010-05-29,Iceland,Andorra,4,0,Friendly,Reykjavík,Iceland,False,2
32068,2010-05-29,Moldova,United Arab Emirates,2,3,Friendly,Anif,Austria,True,2
32069,2010-05-29,New Zealand,Serbia,1,0,Friendly,Klagenfurt,Austria,True,2
32070,2010-05-29,Norway,Montenegro,2,1,Friendly,Oslo,Norway,False,2
32071,2010-05-29,Poland,Finland,0,0,Friendly,Kielce,Poland,False,2
32072,2010-05-29,Slovakia,Cameroon,1,1,Friendly,Klagenfurt,Austria,True,2
32073,2010-05-29,Spain,Saudi Arabia,3,2,Friendly,Innsbruck,Austria,True,2
32074,2010-05-29,Sweden,Bosnia and Herzegovina,4,2,Friendly,Solna,Sweden,False,2
32075,2010-05-29,Ukraine,Romania,3,2,Friendly,L'viv,Ukraine,False,2
32077,2010-05-29,Venezuela,Canada,1,1,Friendly,Mérida,Venezuela,False,2
32079,2010-05-30,Chile,Northern Ireland,1,0,Friendly,Chillán,Chile,False,2
32080,2010-05-30,Chile,Israel,3,0,Friendly,Concepción,Chile,False,2
32082,2010-05-30,Japan,England,1,2,Friendly,Graz,Austria,True,2
32083,2010-05-30,Mexico,Gambia,5,1,Friendly,Bayreuth,Germany,True,2
32084,2010-05-30,Nigeria,Colombia,1,1,Friendly,Milton Keynes,England,True,2
32086,2010-05-30,Tunisia,France,1,1,Friendly,Radès,Tunisia,False,2
32087,2010-05-31,South Africa,Guatemala,5,0,Friendly,Polokwane,South Africa,False,2
32090,2010-06-01,Australia,Denmark,1,0,Friendly,Roodepoort,South Africa,True,2
32091,2010-06-01,Netherlands,Ghana,4,1,Friendly,Rotterdam,Netherlands,False,2
32092,2010-06-01,Portugal,Cameroon,3,1,Friendly,Covilhã,Portugal,False,2
32093,2010-06-01,Switzerland,Costa Rica,0,1,Friendly,Sion,Switzerland,False,2
32096,2010-06-02,Albania,Andorra,1,0,Friendly,Tirana,Albania,False,2
32097,2010-06-02,Azerbaijan,Honduras,0,0,Friendly,Zell am See,Austria,True,2
32098,2010-06-02,Belarus,Sweden,0,1,Friendly,Minsk,Belarus,False,2
32099,2010-06-02,Greece,Paraguay,0,2,Friendly,Winterthur,Switzerland,True,2
32100,2010-06-02,Norway,Ukraine,0,1,Friendly,Oslo,Norway,False,2
32102,2010-06-02,Serbia,Poland,0,0,Friendly,Kufstein,Austria,True,2
32103,2010-06-02,Zimbabwe,Brazil,0,3,Friendly,Harare,Zimbabwe,False,2
